   # time 		   # h_plus		   # h_cross 
   1.1905000e+03  -6.9434735e-02  -3.9224740e-02
   1.1907500e+03  -6.9202085e-02  -3.9634175e-02
   1.1910000e+03  -6.8967019e-02  -4.0042235e-02
   1.1912500e+03  -6.8729546e-02  -4.0448900e-02
   1.1915000e+03  -6.8489675e-02  -4.0854161e-02
   1.1917500e+03  -6.8247414e-02  -4.1258000e-02
   1.1920000e+03  -6.8002770e-02  -4.1660406e-02
   1.1922500e+03  -6.7755754e-02  -4.2061361e-02
   1.1925000e+03  -6.7506372e-02  -4.2460856e-02
   1.1927500e+03  -6.7254634e-02  -4.2858872e-02
   1.1930000e+03  -6.7000549e-02  -4.3255400e-02
   1.1932500e+03  -6.6744125e-02  -4.3650421e-02
   1.1935000e+03  -6.6485372e-02  -4.4043926e-02
   1.1937500e+03  -6.6224298e-02  -4.4435898e-02
   1.1940000e+03  -6.5960911e-02  -4.4826325e-02
   1.1942500e+03  -6.5695223e-02  -4.5215192e-02
   1.1945000e+03  -6.5427241e-02  -4.5602488e-02
   1.1947500e+03  -6.5156976e-02  -4.5988195e-02
   1.1950000e+03  -6.4884435e-02  -4.6372305e-02
   1.1952500e+03  -6.4609629e-02  -4.6754799e-02
   1.1955000e+03  -6.4332567e-02  -4.7135669e-02
   1.1957500e+03  -6.4053260e-02  -4.7514897e-02
   1.1960000e+03  -6.3771716e-02  -4.7892474e-02
   1.1962500e+03  -6.3487946e-02  -4.8268383e-02
   1.1965000e+03  -6.3201958e-02  -4.8642614e-02
   1.1967500e+03  -6.2913765e-02  -4.9015150e-02
   1.1970000e+03  -6.2623373e-02  -4.9385983e-02
   1.1972500e+03  -6.2330796e-02  -4.9755096e-02
   1.1975000e+03  -6.2036041e-02  -5.0122479e-02
   1.1977500e+03  -6.1739121e-02  -5.0488116e-02
   1.1980000e+03  -6.1440044e-02  -5.0851997e-02
   1.1982500e+03  -6.1138822e-02  -5.1214107e-02
   1.1985000e+03  -6.0835464e-02  -5.1574437e-02
   1.1987500e+03  -6.0529983e-02  -5.1932970e-02
   1.1990000e+03  -6.0222386e-02  -5.2289696e-02
   1.1992500e+03  -5.9912687e-02  -5.2644601e-02
   1.1995000e+03  -5.9600894e-02  -5.2997676e-02
   1.1997500e+03  -5.9287021e-02  -5.3348904e-02
   1.2000000e+03  -5.8971075e-02  -5.3698276e-02
   1.2002500e+03  -5.8653071e-02  -5.4045778e-02
   1.2005000e+03  -5.8333017e-02  -5.4391400e-02
   1.2007500e+03  -5.8010926e-02  -5.4735126e-02
   1.2010000e+03  -5.7686808e-02  -5.5076949e-02
   1.2012500e+03  -5.7360675e-02  -5.5416853e-02
   1.2015000e+03  -5.7032537e-02  -5.5754829e-02
   1.2017500e+03  -5.6702408e-02  -5.6090862e-02
   1.2020000e+03  -5.6370296e-02  -5.6424943e-02
   1.2022500e+03  -5.6036216e-02  -5.6757059e-02
   1.2025000e+03  -5.5700177e-02  -5.7087200e-02
   1.2027500e+03  -5.5362193e-02  -5.7415351e-02
   1.2030000e+03  -5.5022274e-02  -5.7741505e-02
   1.2032500e+03  -5.4680432e-02  -5.8065646e-02
   1.2035000e+03  -5.4336679e-02  -5.8387767e-02
   1.2037500e+03  -5.3991028e-02  -5.8707853e-02
   1.2040000e+03  -5.3643489e-02  -5.9025896e-02
   1.2042500e+03  -5.3294076e-02  -5.9341882e-02
   1.2045000e+03  -5.2942800e-02  -5.9655803e-02
   1.2047500e+03  -5.2589674e-02  -5.9967644e-02
   1.2050000e+03  -5.2234709e-02  -6.0277399e-02
   1.2052500e+03  -5.1877919e-02  -6.0585052e-02
   1.2055000e+03  -5.1519315e-02  -6.0890597e-02
   1.2057500e+03  -5.1158911e-02  -6.1194019e-02
   1.2060000e+03  -5.0796717e-02  -6.1495311e-02
   1.2062500e+03  -5.0432749e-02  -6.1794460e-02
   1.2065000e+03  -5.0067016e-02  -6.2091458e-02
   1.2067500e+03  -4.9699535e-02  -6.2386291e-02
   1.2070000e+03  -4.9330314e-02  -6.2678952e-02
   1.2072500e+03  -4.8959370e-02  -6.2969428e-02
   1.2075000e+03  -4.8586712e-02  -6.3257712e-02
   1.2077500e+03  -4.8212357e-02  -6.3543791e-02
   1.2080000e+03  -4.7836315e-02  -6.3827657e-02
   1.2082500e+03  -4.7458601e-02  -6.4109298e-02
   1.2085000e+03  -4.7079226e-02  -6.4388707e-02
   1.2087500e+03  -4.6698206e-02  -6.4665871e-02
   1.2090000e+03  -4.6315551e-02  -6.4940784e-02
   1.2092500e+03  -4.5931278e-02  -6.5213432e-02
   1.2095000e+03  -4.5545397e-02  -6.5483809e-02
   1.2097500e+03  -4.5157924e-02  -6.5751903e-02
   1.2100000e+03  -4.4768869e-02  -6.6017707e-02
   1.2102500e+03  -4.4378251e-02  -6.6281209e-02
   1.2105000e+03  -4.3986078e-02  -6.6542403e-02
   1.2107500e+03  -4.3592367e-02  -6.6801277e-02
   1.2110000e+03  -4.3197130e-02  -6.7057824e-02
   1.2112500e+03  -4.2800384e-02  -6.7312032e-02
   1.2115000e+03  -4.2402137e-02  -6.7563896e-02
   1.2117500e+03  -4.2002409e-02  -6.7813404e-02
   1.2120000e+03  -4.1601209e-02  -6.8060550e-02
   1.2122500e+03  -4.1198555e-02  -6.8305322e-02
   1.2125000e+03  -4.0794458e-02  -6.8547715e-02
   1.2127500e+03  -4.0388934e-02  -6.8787717e-02
   1.2130000e+03  -3.9981995e-02  -6.9025323e-02
   1.2132500e+03  -3.9573657e-02  -6.9260521e-02
   1.2135000e+03  -3.9163933e-02  -6.9493307e-02
   1.2137500e+03  -3.8752840e-02  -6.9723669e-02
   1.2140000e+03  -3.8340388e-02  -6.9951601e-02
   1.2142500e+03  -3.7926595e-02  -7.0177094e-02
   1.2145000e+03  -3.7511473e-02  -7.0400142e-02
   1.2147500e+03  -3.7095039e-02  -7.0620734e-02
   1.2150000e+03  -3.6677304e-02  -7.0838865e-02
   1.2152500e+03  -3.6258286e-02  -7.1054526e-02
   1.2155000e+03  -3.5837997e-02  -7.1267710e-02
   1.2157500e+03  -3.5416454e-02  -7.1478408e-02
   1.2160000e+03  -3.4993668e-02  -7.1686616e-02
   1.2162500e+03  -3.4569659e-02  -7.1892323e-02
   1.2165000e+03  -3.4144437e-02  -7.2095524e-02
   1.2167500e+03  -3.3718020e-02  -7.2296210e-02
   1.2170000e+03  -3.3290420e-02  -7.2494377e-02
   1.2172500e+03  -3.2861655e-02  -7.2690014e-02
   1.2175000e+03  -3.2431737e-02  -7.2883118e-02
   1.2177500e+03  -3.2000684e-02  -7.3073680e-02
   1.2180000e+03  -3.1568507e-02  -7.3261694e-02
   1.2182500e+03  -3.1135226e-02  -7.3447152e-02
   1.2185000e+03  -3.0700851e-02  -7.3630050e-02
   1.2187500e+03  -3.0265402e-02  -7.3810379e-02
   1.2190000e+03  -2.9828889e-02  -7.3988135e-02
   1.2192500e+03  -2.9391333e-02  -7.4163310e-02
   1.2195000e+03  -2.8952744e-02  -7.4335899e-02
   1.2197500e+03  -2.8513141e-02  -7.4505894e-02
   1.2200000e+03  -2.8072537e-02  -7.4673292e-02
   1.2202500e+03  -2.7630949e-02  -7.4838084e-02
   1.2205000e+03  -2.7188390e-02  -7.5000267e-02
   1.2207500e+03  -2.6744879e-02  -7.5159833e-02
   1.2210000e+03  -2.6300428e-02  -7.5316778e-02
   1.2212500e+03  -2.5855055e-02  -7.5471095e-02
   1.2215000e+03  -2.5408773e-02  -7.5622780e-02
   1.2217500e+03  -2.4961601e-02  -7.5771826e-02
   1.2220000e+03  -2.4513551e-02  -7.5918230e-02
   1.2222500e+03  -2.4064642e-02  -7.6061985e-02
   1.2225000e+03  -2.3614885e-02  -7.6203087e-02
   1.2227500e+03  -2.3164301e-02  -7.6341529e-02
   1.2230000e+03  -2.2712902e-02  -7.6477309e-02
   1.2232500e+03  -2.2260706e-02  -7.6610420e-02
   1.2235000e+03  -2.1807726e-02  -7.6740860e-02
   1.2237500e+03  -2.1353982e-02  -7.6868620e-02
   1.2240000e+03  -2.0899484e-02  -7.6993700e-02
   1.2242500e+03  -2.0444255e-02  -7.7116092e-02
   1.2245000e+03  -1.9988304e-02  -7.7235795e-02
   1.2247500e+03  -1.9531652e-02  -7.7352801e-02
   1.2250000e+03  -1.9074311e-02  -7.7467110e-02
   1.2252500e+03  -1.8616301e-02  -7.7578714e-02
   1.2255000e+03  -1.8157633e-02  -7.7687612e-02
   1.2257500e+03  -1.7698328e-02  -7.7793798e-02
   1.2260000e+03  -1.7238398e-02  -7.7897270e-02
   1.2262500e+03  -1.6777863e-02  -7.7998023e-02
   1.2265000e+03  -1.6316735e-02  -7.8096055e-02
   1.2267500e+03  -1.5855034e-02  -7.8191360e-02
   1.2270000e+03  -1.5392771e-02  -7.8283938e-02
   1.2272500e+03  -1.4929968e-02  -7.8373782e-02
   1.2275000e+03  -1.4466637e-02  -7.8460892e-02
   1.2277500e+03  -1.4002796e-02  -7.8545263e-02
   1.2280000e+03  -1.3538460e-02  -7.8626893e-02
   1.2282500e+03  -1.3073647e-02  -7.8705777e-02
   1.2285000e+03  -1.2608370e-02  -7.8781916e-02
   1.2287500e+03  -1.2142650e-02  -7.8855303e-02
   1.2290000e+03  -1.1676498e-02  -7.8925939e-02
   1.2292500e+03  -1.1209935e-02  -7.8993819e-02
   1.2295000e+03  -1.0742973e-02  -7.9058942e-02
   1.2297500e+03  -1.0275632e-02  -7.9121305e-02
   1.2300000e+03  -9.8079249e-03  -7.9180906e-02
   1.2302500e+03  -9.3398721e-03  -7.9237743e-02
   1.2305000e+03  -8.8714851e-03  -7.9291813e-02
   1.2307500e+03  -8.4027852e-03  -7.9343115e-02
   1.2310000e+03  -7.9337838e-03  -7.9391648e-02
   1.2312500e+03  -7.4645023e-03  -7.9437408e-02
   1.2315000e+03  -6.9949520e-03  -7.9480395e-02
   1.2317500e+03  -6.5251544e-03  -7.9520606e-02
   1.2320000e+03  -6.0551207e-03  -7.9558042e-02
   1.2322500e+03  -5.5848724e-03  -7.9592699e-02
   1.2325000e+03  -5.1144210e-03  -7.9624577e-02
   1.2327500e+03  -4.6437878e-03  -7.9653675e-02
   1.2330000e+03  -4.1729843e-03  -7.9679991e-02
   1.2332500e+03  -3.7020319e-03  -7.9703525e-02
   1.2335000e+03  -3.2309419e-03  -7.9724276e-02
   1.2337500e+03  -2.7597360e-03  -7.9742243e-02
   1.2340000e+03  -2.2884255e-03  -7.9757424e-02
   1.2342500e+03  -1.8170318e-03  -7.9769821e-02
   1.2345000e+03  -1.3455665e-03  -7.9779431e-02
   1.2347500e+03  -8.7405096e-04  -7.9786256e-02
   1.2350000e+03  -4.0249662e-04  -7.9790293e-02
   1.2352500e+03   6.9074953e-05  -7.9791544e-02
   1.2355000e+03   5.4065243e-04  -7.9790008e-02
   1.2357500e+03   1.0122142e-03  -7.9785685e-02
   1.2360000e+03   1.4837490e-03  -7.9778576e-02
   1.2362500e+03   1.9552351e-03  -7.9768679e-02
   1.2365000e+03   2.4266613e-03  -7.9755997e-02
   1.2367500e+03   2.8980059e-03  -7.9740528e-02
   1.2370000e+03   3.3692577e-03  -7.9722274e-02
   1.2372500e+03   3.8403950e-03  -7.9701235e-02
   1.2375000e+03   4.3114065e-03  -7.9677411e-02
   1.2377500e+03   4.7822707e-03  -7.9650804e-02
   1.2380000e+03   5.2529762e-03  -7.9621415e-02
   1.2382500e+03   5.7235014e-03  -7.9589244e-02
   1.2385000e+03   6.1938352e-03  -7.9554292e-02
   1.2387500e+03   6.6639558e-03  -7.9516561e-02
   1.2390000e+03   7.1338521e-03  -7.9476051e-02
   1.2392500e+03   7.6035023e-03  -7.9432765e-02
   1.2395000e+03   8.0728954e-03  -7.9386703e-02
   1.2397500e+03   8.5420097e-03  -7.9337867e-02
   1.2400000e+03   9.0108341e-03  -7.9286259e-02
   1.2402500e+03   9.4793469e-03  -7.9231881e-02
   1.2405000e+03   9.9475371e-03  -7.9174733e-02
   1.2407500e+03   1.0415383e-02  -7.9114820e-02
   1.2410000e+03   1.0882873e-02  -7.9052141e-02
   1.2412500e+03   1.1349987e-02  -7.8986700e-02
   1.2415000e+03   1.1816712e-02  -7.8918498e-02
   1.2417500e+03   1.2283028e-02  -7.8847538e-02
   1.2420000e+03   1.2748924e-02  -7.8773823e-02
   1.2422500e+03   1.3214377e-02  -7.8697354e-02
   1.2425000e+03   1.3679377e-02  -7.8618135e-02
   1.2427500e+03   1.4143902e-02  -7.8536168e-02
   1.2430000e+03   1.4607941e-02  -7.8451456e-02
   1.2432500e+03   1.5071474e-02  -7.8364002e-02
   1.2435000e+03   1.5534488e-02  -7.8273809e-02
   1.2437500e+03   1.5996963e-02  -7.8180879e-02
   1.2440000e+03   1.6458887e-02  -7.8085217e-02
   1.2442500e+03   1.6920240e-02  -7.7986825e-02
   1.2445000e+03   1.7381010e-02  -7.7885706e-02
   1.2447500e+03   1.7841176e-02  -7.7781866e-02
   1.2450000e+03   1.8300727e-02  -7.7675305e-02
   1.2452500e+03   1.8759641e-02  -7.7566029e-02
   1.2455000e+03   1.9217909e-02  -7.7454041e-02
   1.2457500e+03   1.9675508e-02  -7.7339345e-02
   1.2460000e+03   2.0132429e-02  -7.7221945e-02
   1.2462500e+03   2.0588649e-02  -7.7101845e-02
   1.2465000e+03   2.1044158e-02  -7.6979049e-02
   1.2467500e+03   2.1498935e-02  -7.6853562e-02
   1.2470000e+03   2.1952969e-02  -7.6725387e-02
   1.2472500e+03   2.2406240e-02  -7.6594529e-02
   1.2475000e+03   2.2858735e-02  -7.6460992e-02
   1.2477500e+03   2.3310436e-02  -7.6324782e-02
   1.2480000e+03   2.3761330e-02  -7.6185903e-02
   1.2482500e+03   2.4211396e-02  -7.6044359e-02
   1.2485000e+03   2.4660626e-02  -7.5900155e-02
   1.2487500e+03   2.5108996e-02  -7.5753298e-02
   1.2490000e+03   2.5556498e-02  -7.5603790e-02
   1.2492500e+03   2.6003109e-02  -7.5451639e-02
   1.2495000e+03   2.6448821e-02  -7.5296847e-02
   1.2497500e+03   2.6893611e-02  -7.5139423e-02
   1.2500000e+03   2.7337469e-02  -7.4979370e-02
   1.2502500e+03   2.7780376e-02  -7.4816695e-02
   1.2505000e+03   2.8222319e-02  -7.4651401e-02
   1.2507500e+03   2.8663280e-02  -7.4483497e-02
   1.2510000e+03   2.9103247e-02  -7.4312987e-02
   1.2512500e+03   2.9542200e-02  -7.4139878e-02
   1.2515000e+03   2.9980129e-02  -7.3964174e-02
   1.2517500e+03   3.0417013e-02  -7.3785883e-02
   1.2520000e+03   3.0852843e-02  -7.3605010e-02
   1.2522500e+03   3.1287597e-02  -7.3421562e-02
   1.2525000e+03   3.1721265e-02  -7.3235544e-02
   1.2527500e+03   3.2153828e-02  -7.3046965e-02
   1.2530000e+03   3.2585276e-02  -7.2855829e-02
   1.2532500e+03   3.3015588e-02  -7.2662144e-02
   1.2535000e+03   3.3444753e-02  -7.2465916e-02
   1.2537500e+03   3.3872753e-02  -7.2267153e-02
   1.2540000e+03   3.4299577e-02  -7.2065860e-02
   1.2542500e+03   3.4725205e-02  -7.1862045e-02
   1.2545000e+03   3.5149628e-02  -7.1655715e-02
   1.2547500e+03   3.5572824e-02  -7.1446878e-02
   1.2550000e+03   3.5994786e-02  -7.1235539e-02
   1.2552500e+03   3.6415492e-02  -7.1021708e-02
   1.2555000e+03   3.6834933e-02  -7.0805389e-02
   1.2557500e+03   3.7253090e-02  -7.0586594e-02
   1.2560000e+03   3.7669952e-02  -7.0365327e-02
   1.2562500e+03   3.8085501e-02  -7.0141597e-02
   1.2565000e+03   3.8499726e-02  -6.9915411e-02
   1.2567500e+03   3.8912608e-02  -6.9686779e-02
   1.2570000e+03   3.9324138e-02  -6.9455705e-02
   1.2572500e+03   3.9734296e-02  -6.9222202e-02
   1.2575000e+03   4.0143072e-02  -6.8986273e-02
   1.2577500e+03   4.0550449e-02  -6.8747930e-02
   1.2580000e+03   4.0956415e-02  -6.8507179e-02
   1.2582500e+03   4.1360952e-02  -6.8264031e-02
   1.2585000e+03   4.1764052e-02  -6.8018490e-02
   1.2587500e+03   4.2165694e-02  -6.7770570e-02
   1.2590000e+03   4.2565869e-02  -6.7520275e-02
   1.2592500e+03   4.2964559e-02  -6.7267616e-02
   1.2595000e+03   4.3361755e-02  -6.7012601e-02
   1.2597500e+03   4.3757437e-02  -6.6755240e-02
   1.2600000e+03   4.4151598e-02  -6.6495539e-02
   1.2602500e+03   4.4544217e-02  -6.6233511e-02
   1.2605000e+03   4.4935286e-02  -6.5969162e-02
   1.2607500e+03   4.5324787e-02  -6.5702503e-02
   1.2610000e+03   4.5712711e-02  -6.5433542e-02
   1.2612500e+03   4.6099039e-02  -6.5162289e-02
   1.2615000e+03   4.6483763e-02  -6.4888753e-02
   1.2617500e+03   4.6866864e-02  -6.4612945e-02
   1.2620000e+03   4.7248334e-02  -6.4334872e-02
   1.2622500e+03   4.7628154e-02  -6.4054546e-02
   1.2625000e+03   4.8006316e-02  -6.3771975e-02
   1.2627500e+03   4.8382802e-02  -6.3487171e-02
   1.2630000e+03   4.8757604e-02  -6.3200141e-02
   1.2632500e+03   4.9130703e-02  -6.2910898e-02
   1.2635000e+03   4.9502092e-02  -6.2619448e-02
   1.2637500e+03   4.9871752e-02  -6.2325806e-02
   1.2640000e+03   5.0239675e-02  -6.2029978e-02
   1.2642500e+03   5.0605844e-02  -6.1731978e-02
   1.2645000e+03   5.0970250e-02  -6.1431813e-02
   1.2647500e+03   5.1332876e-02  -6.1129496e-02
   1.2650000e+03   5.1693715e-02  -6.0825035e-02
   1.2652500e+03   5.2052747e-02  -6.0518444e-02
   1.2655000e+03   5.2409967e-02  -6.0209730e-02
   1.2657500e+03   5.2765355e-02  -5.9898907e-02
   1.2660000e+03   5.3118906e-02  -5.9585982e-02
   1.2662500e+03   5.3470601e-02  -5.9270970e-02
   1.2665000e+03   5.3820433e-02  -5.8953878e-02
   1.2667500e+03   5.4168385e-02  -5.8634722e-02
   1.2670000e+03   5.4514449e-02  -5.8313507e-02
   1.2672500e+03   5.4858609e-02  -5.7990250e-02
   1.2675000e+03   5.5200857e-02  -5.7664958e-02
   1.2677500e+03   5.5541176e-02  -5.7337645e-02
   1.2680000e+03   5.5879560e-02  -5.7008320e-02
   1.2682500e+03   5.6215991e-02  -5.6676997e-02
   1.2685000e+03   5.6550462e-02  -5.6343684e-02
   1.2687500e+03   5.6882958e-02  -5.6008398e-02
   1.2690000e+03   5.7213471e-02  -5.5671145e-02
   1.2692500e+03   5.7541984e-02  -5.5331941e-02
   1.2695000e+03   5.7868491e-02  -5.4990795e-02
   1.2697500e+03   5.8192976e-02  -5.4647721e-02
   1.2700000e+03   5.8515432e-02  -5.4302728e-02
   1.2702500e+03   5.8835843e-02  -5.3955833e-02
   1.2705000e+03   5.9154202e-02  -5.3607041e-02
   1.2707500e+03   5.9470494e-02  -5.3256372e-02
   1.2710000e+03   5.9784712e-02  -5.2903831e-02
   1.2712500e+03   6.0096840e-02  -5.2549436e-02
   1.2715000e+03   6.0406872e-02  -5.2193195e-02
   1.2717500e+03   6.0714793e-02  -5.1835125e-02
   1.2720000e+03   6.1020596e-02  -5.1475233e-02
   1.2722500e+03   6.1324266e-02  -5.1113537e-02
   1.2725000e+03   6.1625797e-02  -5.0750044e-02
   1.2727500e+03   6.1925173e-02  -5.0384772e-02
   1.2730000e+03   6.2222389e-02  -5.0017729e-02
   1.2732500e+03   6.2517430e-02  -4.9648933e-02
   1.2735000e+03   6.2810289e-02  -4.9278391e-02
   1.2737500e+03   6.3100953e-02  -4.8906122e-02
   1.2740000e+03   6.3389414e-02  -4.8532133e-02
   1.2742500e+03   6.3675660e-02  -4.8156442e-02
   1.2745000e+03   6.3959683e-02  -4.7779058e-02
   1.2747500e+03   6.4241470e-02  -4.7399999e-02
   1.2750000e+03   6.4521015e-02  -4.7019272e-02
   1.2752500e+03   6.4798303e-02  -4.6636896e-02
   1.2755000e+03   6.5073330e-02  -4.6252880e-02
   1.2757500e+03   6.5346082e-02  -4.5867241e-02
   1.2760000e+03   6.5616552e-02  -4.5479989e-02
   1.2762500e+03   6.5884728e-02  -4.5091141e-02
   1.2765000e+03   6.6150604e-02  -4.4700707e-02
   1.2767500e+03   6.6414166e-02  -4.4308705e-02
   1.2770000e+03   6.6675410e-02  -4.3915143e-02
   1.2772500e+03   6.6934322e-02  -4.3520040e-02
   1.2775000e+03   6.7190897e-02  -4.3123406e-02
   1.2777500e+03   6.7445121e-02  -4.2725258e-02
   1.2780000e+03   6.7696991e-02  -4.2325606e-02
   1.2782500e+03   6.7946492e-02  -4.1924469e-02
   1.2785000e+03   6.8193621e-02  -4.1521856e-02
   1.2787500e+03   6.8438365e-02  -4.1117785e-02
   1.2790000e+03   6.8680718e-02  -4.0712266e-02
   1.2792500e+03   6.8920669e-02  -4.0305318e-02
   1.2795000e+03   6.9158213e-02  -3.9896950e-02
   1.2797500e+03   6.9393337e-02  -3.9487182e-02
   1.2800000e+03   6.9626037e-02  -3.9076022e-02
   1.2802500e+03   6.9856301e-02  -3.8663491e-02
   1.2805000e+03   7.0084125e-02  -3.8249597e-02
   1.2807500e+03   7.0309497e-02  -3.7834360e-02
   1.2810000e+03   7.0532413e-02  -3.7417789e-02
   1.2812500e+03   7.0752861e-02  -3.6999904e-02
   1.2815000e+03   7.0970836e-02  -3.6580714e-02
   1.2817500e+03   7.1186329e-02  -3.6160240e-02
   1.2820000e+03   7.1399334e-02  -3.5738490e-02
   1.2822500e+03   7.1609840e-02  -3.5315485e-02
   1.2825000e+03   7.1817845e-02  -3.4891234e-02
   1.2827500e+03   7.2023336e-02  -3.4465758e-02
   1.2830000e+03   7.2226310e-02  -3.4039064e-02
   1.2832500e+03   7.2426756e-02  -3.3611176e-02
   1.2835000e+03   7.2624671e-02  -3.3182100e-02
   1.2837500e+03   7.2820045e-02  -3.2751859e-02
   1.2840000e+03   7.3012873e-02  -3.2320461e-02
   1.2842500e+03   7.3203145e-02  -3.1887927e-02
   1.2845000e+03   7.3390859e-02  -3.1454267e-02
   1.2847500e+03   7.3576004e-02  -3.1019501e-02
   1.2850000e+03   7.3758577e-02  -3.0583639e-02
   1.2852500e+03   7.3938568e-02  -3.0146702e-02
   1.2855000e+03   7.4115974e-02  -2.9708699e-02
   1.2857500e+03   7.4290785e-02  -2.9269652e-02
   1.2860000e+03   7.4462999e-02  -2.8829569e-02
   1.2862500e+03   7.4632607e-02  -2.8388473e-02
   1.2865000e+03   7.4799604e-02  -2.7946372e-02
   1.2867500e+03   7.4963983e-02  -2.7503289e-02
   1.2870000e+03   7.5125741e-02  -2.7059232e-02
   1.2872500e+03   7.5284868e-02  -2.6614223e-02
   1.2875000e+03   7.5441362e-02  -2.6168272e-02
   1.2877500e+03   7.5595215e-02  -2.5721400e-02
   1.2880000e+03   7.5746424e-02  -2.5273616e-02
   1.2882500e+03   7.5894981e-02  -2.4824944e-02
   1.2885000e+03   7.6040883e-02  -2.4375390e-02
   1.2887500e+03   7.6184123e-02  -2.3924980e-02
   1.2890000e+03   7.6324697e-02  -2.3473720e-02
   1.2892500e+03   7.6462599e-02  -2.3021634e-02
   1.2895000e+03   7.6597826e-02  -2.2568731e-02
   1.2897500e+03   7.6730370e-02  -2.2115034e-02
   1.2900000e+03   7.6860230e-02  -2.1660550e-02
   1.2902500e+03   7.6987398e-02  -2.1205304e-02
   1.2905000e+03   7.7111872e-02  -2.0749304e-02
   1.2907500e+03   7.7233646e-02  -2.0292573e-02
   1.2910000e+03   7.7352717e-02  -1.9835120e-02
   1.2912500e+03   7.7469078e-02  -1.9376968e-02
   1.2915000e+03   7.7582729e-02  -1.8918126e-02
   1.2917500e+03   7.7693662e-02  -1.8458618e-02
   1.2920000e+03   7.7801877e-02  -1.7998451e-02
   1.2922500e+03   7.7907365e-02  -1.7537650e-02
   1.2925000e+03   7.8010127e-02  -1.7076222e-02
   1.2927500e+03   7.8110157e-02  -1.6614193e-02
   1.2930000e+03   7.8207452e-02  -1.6151570e-02
   1.2932500e+03   7.8302007e-02  -1.5688377e-02
   1.2935000e+03   7.8393821e-02  -1.5224623e-02
   1.2937500e+03   7.8482889e-02  -1.4760331e-02
   1.2940000e+03   7.8569209e-02  -1.4295511e-02
   1.2942500e+03   7.8652777e-02  -1.3830185e-02
   1.2945000e+03   7.8733591e-02  -1.3364364e-02
   1.2947500e+03   7.8811645e-02  -1.2898070e-02
   1.2950000e+03   7.8886941e-02  -1.2431312e-02
   1.2952500e+03   7.8959472e-02  -1.1964114e-02
   1.2955000e+03   7.9029239e-02  -1.1496486e-02
   1.2957500e+03   7.9096235e-02  -1.1028451e-02
   1.2960000e+03   7.9160463e-02  -1.0560017e-02
   1.2962500e+03   7.9221915e-02  -1.0091209e-02
   1.2965000e+03   7.9280594e-02  -9.6220355e-03
   1.2967500e+03   7.9336494e-02  -9.1525209e-03
   1.2970000e+03   7.9389615e-02  -8.6826733e-03
   1.2972500e+03   7.9439954e-02  -8.2125176e-03
   1.2975000e+03   7.9487510e-02  -7.7420618e-03
   1.2977500e+03   7.9532280e-02  -7.2713307e-03
   1.2980000e+03   7.9574264e-02  -6.8003326e-03
   1.2982500e+03   7.9613458e-02  -6.3290921e-03
   1.2985000e+03   7.9649864e-02  -5.8576175e-03
   1.2987500e+03   7.9683477e-02  -5.3859337e-03
   1.2990000e+03   7.9714299e-02  -4.9140487e-03
   1.2992500e+03   7.9742326e-02  -4.4419875e-03
   1.2995000e+03   7.9767559e-02  -3.9697583e-03
   1.2997500e+03   7.9789996e-02  -3.4973859e-03
   1.3000000e+03   7.9809637e-02  -3.0248785e-03
   1.3002500e+03   7.9826479e-02  -2.5522611e-03
   1.3005000e+03   7.9840524e-02  -2.0795417e-03
   1.3007500e+03   7.9851770e-02  -1.6067454e-03
   1.3010000e+03   7.9860217e-02  -1.1338803e-03
   1.3012500e+03   7.9865864e-02  -6.6097147e-04
   1.3015000e+03   7.9868711e-02  -1.8802690e-04
   1.3017500e+03   7.9868758e-02   2.8492828e-04
   1.3020000e+03   7.9866005e-02   7.5788606e-04
   1.3022500e+03   7.9860451e-02   1.2308213e-03
   1.3025000e+03   7.9852098e-02   1.7037260e-03
   1.3027500e+03   7.9840944e-02   2.1765750e-03
   1.3030000e+03   7.9826992e-02   2.6493603e-03
   1.3032500e+03   7.9810239e-02   3.1220568e-03
   1.3035000e+03   7.9790688e-02   3.5946565e-03
   1.3037500e+03   7.9768339e-02   4.0671342e-03
   1.3040000e+03   7.9743192e-02   4.5394820e-03
   1.3042500e+03   7.9715249e-02   5.0116747e-03
   1.3045000e+03   7.9684510e-02   5.4837044e-03
   1.3047500e+03   7.9650976e-02   5.9555458e-03
   1.3050000e+03   7.9614648e-02   6.4271913e-03
   1.3052500e+03   7.9575528e-02   6.8986153e-03
   1.3055000e+03   7.9533616e-02   7.3698103e-03
   1.3057500e+03   7.9488914e-02   7.8407509e-03
   1.3060000e+03   7.9441424e-02   8.3114294e-03
   1.3062500e+03   7.9391147e-02   8.7818204e-03
   1.3065000e+03   7.9338085e-02   9.2519163e-03
   1.3067500e+03   7.9282239e-02   9.7216918e-03
   1.3070000e+03   7.9223612e-02   1.0191139e-02
   1.3072500e+03   7.9162205e-02   1.0660233e-02
   1.3075000e+03   7.9098020e-02   1.1128966e-02
   1.3077500e+03   7.9031060e-02   1.1597313e-02
   1.3080000e+03   7.8961327e-02   1.2065266e-02
   1.3082500e+03   7.8888823e-02   1.2532800e-02
   1.3085000e+03   7.8813550e-02   1.2999907e-02
   1.3087500e+03   7.8735511e-02   1.3466563e-02
   1.3090000e+03   7.8654709e-02   1.3932759e-02
   1.3092500e+03   7.8571147e-02   1.4398470e-02
   1.3095000e+03   7.8484827e-02   1.4863689e-02
